Index,date,organisation_code,regional_name,organisation_name,ae_attendances_type_1,ae_attendances_type_2,ae_attendances_other_ae_department,ae_attendances_booked_appointments_type_1,ae_attendances_booked_appointments_type_2,ae_attendances_booked_appointments_other_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,patients_who_have_waited_4_to_12hrs_from_dta_to_admission,patients_who_have_waited_12_plus_hours_from_dta_to_admission,emergency_admissions_via_ae_type_1,emergency_admissions_via_ae_type_2,emergency_admissions_via_ae_other_ae_department,other_emergency_admissions
1212,01/08/2024,RJL,North East And Yorkshire,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,8901,0,6001,0,0,391,4401,0,49,0,0,2,761,652,5038,0,0,326
1213,01/09/2024,RCF,North East And Yorkshire,AIREDALE NHS FOUNDATION TRUST,5682,255,0,462,0,0,2290,0,0,0,0,0,420,93,1421,0,0,532
1214,01/04/2024,NNFA7,North East And Yorkshire,GOOLE & DISTRICT HOSPITAL,0,0,1577,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
1215,01/12/2024,RFR,North East And Yorkshire,THE ROTHERHAM NHS FOUNDATION TRUST,9222,0,0,0,0,0,3883,0,0,0,0,0,727,74,2039,0,0,333
1216,01/02/2025,RHQ,North East And Yorkshire,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,7927,1109,6570,366,1,1247,4223,0,295,175,0,10,943,8,3372,0,0,2795
1217,01/01/2025,ARN03,North East And Yorkshire,LOCAL CARE DIRECT,0,0,2035,0,0,256,0,0,9,0,0,0,0,0,0,0,0,0
1218,01/01/2025,RTR,North East And Yorkshire,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7207,0,8151,0,0,1583,4011,0,344,0,0,33,521,94,2662,0,108,2405
1219,01/12/2024,NNF94,North East And Yorkshire,EAST RIDING COMMUNITY HOSPITAL,0,0,2643,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0
1220,01/12/2024,NNFA7,North East And Yorkshire,GOOLE & DISTRICT HOSPITAL,0,0,1536,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
1221,01/01/2025,RCF,North East And Yorkshire,AIREDALE NHS FOUNDATION TRUST,5350,250,0,567,0,0,2341,0,0,0,0,0,480,237,1554,0,0,562
1222,01/09/2024,NNF94,North East And Yorkshire,EAST RIDING COMMUNITY HOSPITAL,0,0,2637,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0
1223,01/12/2024,RCD,North East And Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,5167,0,839,414,0,31,1999,0,0,98,0,0,436,108,1177,0,0,283
1224,01/08/2024,RWY,North East And Yorkshire,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14746,0,0,0,0,0,4154,0,0,0,0,0,884,2,2882,0,0,381
1225,01/01/2025,NNF09,North East And Yorkshire,BRANSHOLME HEALTH CENTRE,0,0,3572,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0
1226,01/01/2025,RTD,North East And Yorkshire,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11656,1642,4848,0,0,992,4559,150,1,0,0,0,749,41,3591,24,0,2909
1227,01/12/2024,RR8,North East And Yorkshire,LEEDS TEACHING HOSPITALS NHS TRUST,17787,599,12377,59,0,110,8073,0,206,20,0,0,1622,678,3943,0,0,1177
1228,01/01/2025,RV9,North East And Yorkshire,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,974,0,0,29,0,0,6,0,0,0,0,0,0,0,0,0
1229,01/09/2024,NNF16,North East And Yorkshire,BRIDLINGTON HOSPITAL,0,0,1526,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
1230,01/04/2024,RP5,North East And Yorkshire,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12754,0,3328,0,0,0,4103,0,0,0,0,0,783,168,3995,0,419,1075
1231,01/01/2025,RXG,North East And Yorkshire,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
1232,01/12/2024,RNN,North East And Yorkshire,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8890,0,1846,340,0,33,3988,0,30,97,0,0,823,407,2415,0,0,837
1233,01/01/2025,RCD,North East And Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4739,0,836,361,0,42,1550,0,0,78,0,0,460,90,1173,0,0,289
1234,01/01/2025,RFF,North East And Yorkshire,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8663,0,0,20,0,0,3459,0,0,0,0,0,795,0,2894,0,0,516
1235,01/09/2024,NNF09,North East And Yorkshire,BRANSHOLME HEALTH CENTRE,0,0,3454,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0
1236,01/09/2024,ARN03,North East And Yorkshire,LOCAL CARE DIRECT,0,0,1937,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0
1237,01/12/2024,ARN03,North East And Yorkshire,LOCAL CARE DIRECT,0,0,2385,0,0,349,0,0,9,0,0,0,0,0,0,0,0,0
1238,01/12/2024,R0B,North East And Yorkshire,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,12083,1067,5763,801,0,1590,7095,17,239,431,0,36,1558,30,4755,20,0,1232
1239,01/01/2025,RAE,North East And Yorkshire,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,8851,961,2947,0,0,0,2289,0,0,0,0,0,710,122,2521,0,33,1486
1240,01/09/2024,RWA,North East And Yorkshire,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9040,0,4443,0,0,0,5084,0,86,0,0,0,779,535,3321,0,0,2080
1241,01/12/2024,RCB,North East And Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,10763,325,5610,0,0,0,6317,0,195,0,0,0,772,1057,4639,0,0,1610
1242,01/12/2024,RCF,North East And Yorkshire,AIREDALE NHS FOUNDATION TRUST,5809,202,0,557,0,0,2489,0,0,0,0,0,453,150,1661,0,0,559
1243,01/04/2024,RR8,North East And Yorkshire,LEEDS TEACHING HOSPITALS NHS TRUST,16864,746,11864,43,0,46,6569,0,88,11,0,0,1838,203,3688,0,0,1242
1244,01/12/2024,NNF16,North East And Yorkshire,BRIDLINGTON HOSPITAL,0,0,1383,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
1245,01/12/2024,NNF09,North East And Yorkshire,BRANSHOLME HEALTH CENTRE,0,0,3600,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0
1246,01/12/2024,RXF,North East And Yorkshire,MID YORKSHIRE TEACHING NHS TRUST,16641,118,5877,124,0,106,7307,0,550,1,0,4,2316,923,3506,0,155,749
1247,01/01/2025,RVW,North East And Yorkshire,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4804,0,10523,0,0,0,2841,0,22,0,0,0,312,49,1690,0,509,2439
1248,01/01/2025,RTF,North East And Yorkshire,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,9372,0,10992,0,0,0,2780,0,3,0,0,0,106,7,3876,0,49,395
1249,01/01/2025,RR7,North East And Yorkshire,GATESHEAD HEALTH NHS FOUNDATION TRUST,5878,0,3131,14,0,0,2555,0,37,6,0,0,1033,0,1654,0,0,57
1250,01/09/2024,RXF,North East And Yorkshire,MID YORKSHIRE TEACHING NHS TRUST,15790,151,5736,120,0,67,6334,0,430,2,0,2,1952,86,3516,0,154,840
1251,01/09/2024,RR8,North East And Yorkshire,LEEDS TEACHING HOSPITALS NHS TRUST,17191,680,10819,68,0,55,6794,0,185,19,0,0,1702,188,3485,0,0,1099
1252,01/01/2025,RFR,North East And Yorkshire,THE ROTHERHAM NHS FOUNDATION TRUST,8708,0,0,0,0,0,3595,0,0,0,0,0,947,109,1987,0,0,249
1253,01/01/2025,RCB,North East And Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,10119,388,5567,0,0,0,5742,0,192,0,0,0,833,949,4477,0,0,1723
1254,01/02/2025,RXF,North East And Yorkshire,MID YORKSHIRE TEACHING NHS TRUST,14812,119,5233,112,0,63,6475,0,387,2,0,0,2042,458,3169,0,125,792
1255,01/12/2024,RJL,North East And Yorkshire,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9302,0,6729,0,0,460,5160,0,47,0,0,2,584,879,5577,0,0,431
1256,01/01/2025,RWY,North East And Yorkshire,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14485,0,0,0,0,0,4954,0,0,0,0,0,1427,33,2970,0,0,219
1257,01/04/2024,RTR,North East And Yorkshire,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7825,0,9064,0,0,965,3915,0,480,0,0,70,418,28,2644,0,98,2153
1258,01/12/2024,RTR,North East And Yorkshire,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7836,0,8987,0,0,1947,4422,0,743,0,0,79,622,104,2888,0,112,2401
1259,01/12/2024,RWA,North East And Yorkshire,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9511,0,4552,0,0,0,6118,0,330,0,0,0,890,776,3378,0,0,2375
1260,01/02/2025,RVW,North East And Yorkshire,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4546,0,10231,0,0,0,2115,0,28,0,0,0,156,1,1581,0,408,2085
1261,01/01/2025,AJN,North East And Yorkshire,WORKINGTON HEALTH LIMITED,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,01/01/2025,NNF94,North East And Yorkshire,EAST RIDING COMMUNITY HOSPITAL,0,0,2563,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0
1263,01/12/2024,RHQ,North East And Yorkshire,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9084,1009,7489,414,1,1392,5322,1,492,217,0,16,1469,14,3863,0,0,3066
1264,01/12/2024,RCU,North East And Yorkshire,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4994,0,644,354,0,39,601,0,8,38,0,1,26,0,1196,0,0,90
1265,01/01/2025,NNF16,North East And Yorkshire,BRIDLINGTON HOSPITAL,0,0,1306,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
1266,01/09/2024,NNFA7,North East And Yorkshire,GOOLE & DISTRICT HOSPITAL,0,0,1522,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
1267,01/01/2025,RXP,North East And Yorkshire,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12293,0,3784,0,0,7264,5250,0,0,0,0,0,2427,23,4334,0,0,810
1268,01/09/2024,RVW,North East And Yorkshire,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4549,0,10963,0,0,0,2201,0,38,0,0,0,154,5,1614,0,525,2149
1269,01/09/2024,RHQ,North East And Yorkshire,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8718,1120,6800,347,0,939,4519,0,83,158,0,5,1171,10,3494,0,0,2881
1270,01/04/2024,RTF,North East And Yorkshire,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,9458,0,12043,0,0,0,3071,0,0,0,0,0,79,3,4336,0,37,1623
1271,01/12/2024,RAE,North East And Yorkshire,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,10047,921,3212,0,0,0,2711,0,0,0,0,0,766,120,2692,0,47,1493
1272,01/01/2025,RWA,North East And Yorkshire,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,8707,0,4795,0,0,0,5136,0,441,0,0,0,1076,614,3502,0,0,2373
1273,01/12/2024,AJN,North East And Yorkshire,WORKINGTON HEALTH LIMITED,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,01/01/2025,NNFA7,North East And Yorkshire,GOOLE & DISTRICT HOSPITAL,0,0,1387,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
1275,01/08/2024,RP5,North East And Yorkshire,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12903,0,3593,0,0,0,4532,0,4,0,0,0,984,82,4240,0,416,921
1276,01/08/2024,RHQ,North East And Yorkshire,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8861,1132,6642,370,1,985,4351,0,88,151,0,4,1097,13,3514,0,0,2968
1277,01/08/2024,RNN,North East And Yorkshire,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8417,0,1977,389,0,39,3254,0,52,80,0,3,570,379,2330,0,0,683
1278,01/07/2024,RFR,North East And Yorkshire,THE ROTHERHAM NHS FOUNDATION TRUST,8700,0,0,0,0,0,2791,0,0,0,0,0,402,0,3094,0,0,604
1279,01/07/2024,RCB,North East And Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,10808,399,7039,0,0,0,6002,0,279,0,0,0,806,583,4493,0,0,1579
1280,01/04/2024,RNN,North East And Yorkshire,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8482,0,1831,376,0,44,3656,0,28,95,0,1,592,574,2189,0,0,732
1281,01/07/2024,R0B,North East And Yorkshire,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11554,1366,6113,469,0,1409,4850,30,143,190,0,31,439,3,4640,23,0,1156
1282,01/08/2024,ARN03,North East And Yorkshire,LOCAL CARE DIRECT,0,0,1911,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0
1283,01/08/2024,RXG,North East And Yorkshire,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
1284,01/07/2024,ARN03,North East And Yorkshire,LOCAL CARE DIRECT,0,0,1936,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0
1285,01/02/2025,RFF,North East And Yorkshire,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,7870,0,0,25,0,0,3573,0,0,0,0,0,572,5,2644,0,0,466
1286,01/07/2024,RWA,North East And Yorkshire,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9464,0,4425,0,0,0,4752,0,447,0,0,0,963,214,3747,0,0,2026
1287,01/07/2024,RVW,North East And Yorkshire,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4789,0,11526,0,0,0,2047,0,31,0,0,0,106,0,1710,0,534,2255
1288,01/07/2024,RR7,North East And Yorkshire,GATESHEAD HEALTH NHS FOUNDATION TRUST,6017,0,3687,59,0,2,2788,0,36,3,0,1,988,3,1763,0,0,50
1289,01/10/2024,RP5,North East And Yorkshire,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13574,0,4089,0,0,0,5246,0,2,0,0,0,1059,271,4266,0,519,1213
1290,01/09/2024,RCD,North East And Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,5056,0,1016,358,0,28,1506,0,0,76,0,0,135,3,1095,0,0,278
1291,01/07/2024,RCD,North East And Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,5111,0,1025,303,0,33,1591,0,0,65,0,0,377,39,1130,0,0,312
1292,01/02/2025,RTR,North East And Yorkshire,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,6667,0,7880,0,0,1678,3433,0,503,0,0,56,292,11,2411,0,115,2151
1293,01/04/2024,RTD,North East And Yorkshire,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11690,1659,5200,0,0,783,5019,161,0,0,0,0,683,122,3477,28,0,2948
1294,01/02/2025,ARN03,North East And Yorkshire,LOCAL CARE DIRECT,0,0,2059,0,0,264,0,0,9,0,0,0,0,0,0,0,0,0
1295,01/09/2024,RV9,North East And Yorkshire,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1003,0,0,50,0,0,8,0,0,0,0,0,0,0,0,0
1296,01/02/2025,RXG,North East And Yorkshire,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
1297,01/02/2025,RV9,North East And Yorkshire,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,965,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
1298,01/04/2024,RR7,North East And Yorkshire,GATESHEAD HEALTH NHS FOUNDATION TRUST,5637,0,3716,23,0,7,2581,0,55,11,0,0,989,1,1644,0,0,803
1299,01/04/2024,RHQ,North East And Yorkshire,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8906,1137,7457,401,1,1151,4356,0,172,175,0,22,1236,5,3737,0,0,2799
1300,01/09/2024,RTR,North East And Yorkshire,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7368,0,8782,0,0,1380,3528,0,417,0,0,37,189,2,2592,0,106,2185
1301,01/02/2025,R0B,North East And Yorkshire,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,9989,1135,4935,727,0,1424,5171,22,204,384,0,50,740,3,3877,19,0,1332
1302,01/08/2024,RV9,North East And Yorkshire,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1116,0,0,66,0,0,6,0,0,1,0,0,0,0,0,0
1303,01/02/2025,NNFA7,North East And Yorkshire,GOOLE & DISTRICT HOSPITAL,0,0,1361,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
1304,01/10/2024,RHQ,North East And Yorkshire,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9401,1200,7950,373,2,992,5243,0,193,186,0,28,1514,18,3820,0,0,3123
1305,01/04/2024,RCB,North East And Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,11129,389,8439,0,0,26,6306,0,322,0,0,0,903,859,4468,2,0,1564
1306,01/08/2024,R0B,North East And Yorkshire,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,10568,1333,5515,441,0,1275,4269,37,108,188,0,10,450,1,4184,13,0,1155
1307,01/04/2024,RCF,North East And Yorkshire,AIREDALE NHS FOUNDATION TRUST,5567,264,13,560,0,0,1916,0,0,0,0,0,363,119,1479,0,0,563
1308,01/02/2025,RFR,North East And Yorkshire,THE ROTHERHAM NHS FOUNDATION TRUST,8181,0,0,0,0,0,2971,0,0,0,0,0,704,55,1742,0,0,200
1309,01/10/2024,AJN,North East And Yorkshire,WORKINGTON HEALTH LIMITED,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,01/09/2024,AJN,North East And Yorkshire,WORKINGTON HEALTH LIMITED,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,01/07/2024,NNF16,North East And Yorkshire,BRIDLINGTON HOSPITAL,0,0,1767,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0
1312,01/08/2024,RR7,North East And Yorkshire,GATESHEAD HEALTH NHS FOUNDATION TRUST,5352,0,3468,30,0,0,2427,0,28,3,0,0,943,0,1457,0,0,49
1313,01/07/2024,RXP,North East And Yorkshire,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12782,0,4462,0,0,7125,5594,0,0,0,0,0,2052,50,4322,0,0,777
1314,01/09/2024,RP5,North East And Yorkshire,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13144,0,3803,0,0,0,5124,0,3,0,0,0,1004,234,3875,0,394,1011
1315,01/07/2024,RV9,North East And Yorkshire,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1182,0,0,53,0,0,32,0,0,0,0,0,0,0,0,0
1316,01/07/2024,RTR,North East And Yorkshire,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7444,0,9263,0,0,1704,3760,0,435,0,0,54,226,4,2576,0,170,2189
1317,01/07/2024,RTD,North East And Yorkshire,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12099,1737,4909,0,0,818,4706,85,0,0,0,0,465,37,3584,20,0,2934
1318,01/09/2024,RR7,North East And Yorkshire,GATESHEAD HEALTH NHS FOUNDATION TRUST,5764,0,3239,28,0,1,2545,0,32,7,0,0,938,0,1566,0,0,61
1319,01/09/2024,RNN,North East And Yorkshire,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8784,0,1934,358,0,26,4221,0,78,92,0,0,747,747,2313,0,0,711
1320,01/02/2025,RCD,North East And Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4435,0,792,290,0,16,1388,0,1,56,0,0,206,10,1026,0,0,285
1321,01/07/2024,RNN,North East And Yorkshire,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,9375,0,2102,371,0,33,3960,0,44,112,0,2,745,364,2531,0,0,830
1322,01/08/2024,RCU,North East And Yorkshire,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,3483,0,0,317,0,0,159,0,0,21,0,0,1,0,715,0,0,70
1323,01/09/2024,RFF,North East And Yorkshire,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8612,0,0,31,0,0,3099,0,0,0,0,0,457,0,2862,0,0,478
1324,01/02/2025,RR7,North East And Yorkshire,GATESHEAD HEALTH NHS FOUNDATION TRUST,5241,0,3141,23,0,2,2185,0,28,10,0,0,822,0,1453,0,0,41
1325,01/02/2025,NNF09,North East And Yorkshire,BRANSHOLME HEALTH CENTRE,0,0,3281,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0
1326,01/02/2025,NNF16,North East And Yorkshire,BRIDLINGTON HOSPITAL,0,0,1248,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
1327,01/02/2025,NNF94,North East And Yorkshire,EAST RIDING COMMUNITY HOSPITAL,0,0,2515,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0
1328,01/08/2024,RVW,North East And Yorkshire,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4447,0,10672,0,0,0,1585,0,21,0,0,0,61,0,1552,0,481,1813
1329,01/08/2024,RR8,North East And Yorkshire,LEEDS TEACHING HOSPITALS NHS TRUST,16116,686,10138,61,0,35,5972,0,32,13,0,0,1581,67,3607,0,0,1142
1330,01/07/2024,RCU,North East And Yorkshire,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4330,0,273,286,0,21,267,0,0,22,0,0,4,1,851,0,0,75
1331,01/09/2024,RTD,North East And Yorkshire,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12114,1623,4974,0,0,841,4763,131,0,0,0,0,464,6,3664,29,0,2762
1332,01/02/2025,AJN,North East And Yorkshire,WORKINGTON HEALTH LIMITED,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,01/08/2024,RCF,North East And Yorkshire,AIREDALE NHS FOUNDATION TRUST,5712,250,0,466,0,0,2335,0,0,0,0,0,419,101,1463,0,0,504
1334,01/10/2024,RTR,North East And Yorkshire,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7962,0,9112,0,0,1695,4212,0,667,0,0,97,458,33,2977,0,131,2520
1335,01/04/2024,RWA,North East And Yorkshire,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,8942,0,4632,0,0,0,5108,0,382,0,0,0,1032,413,3458,0,0,1903
1336,01/08/2024,AJN,North East And Yorkshire,WORKINGTON HEALTH LIMITED,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,01/07/2024,RAE,North East And Yorkshire,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9302,1030,3464,0,0,0,2186,0,0,0,0,0,602,97,2450,0,64,1439
1338,01/04/2024,ARN03,North East And Yorkshire,LOCAL CARE DIRECT,0,0,2189,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0
1339,01/08/2024,NNF09,North East And Yorkshire,BRANSHOLME HEALTH CENTRE,0,0,3487,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0
1340,01/02/2025,RR8,North East And Yorkshire,LEEDS TEACHING HOSPITALS NHS TRUST,16141,660,11206,7,0,80,7361,0,220,1,0,0,1511,581,3376,0,0,1133
1341,01/09/2024,RTF,North East And Yorkshire,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,9435,0,12298,0,0,0,2373,0,8,0,0,0,56,0,3888,0,65,450
1342,01/07/2024,NNFA7,North East And Yorkshire,GOOLE & DISTRICT HOSPITAL,0,0,1618,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
1343,01/08/2024,NNF94,North East And Yorkshire,EAST RIDING COMMUNITY HOSPITAL,0,0,2910,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
1344,01/04/2024,RCD,North East And Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4751,0,835,209,0,23,1543,0,1,47,0,0,320,66,1257,0,0,457
1345,01/08/2024,NNFA7,North East And Yorkshire,GOOLE & DISTRICT HOSPITAL,0,0,1541,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
1346,01/07/2024,AJN,North East And Yorkshire,WORKINGTON HEALTH LIMITED,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,01/02/2025,RNN,North East And Yorkshire,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,7764,0,1625,324,0,32,3698,0,15,78,0,0,708,502,2205,0,0,661
1348,01/07/2024,NNF94,North East And Yorkshire,EAST RIDING COMMUNITY HOSPITAL,0,0,2809,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0
1349,01/07/2024,NNF09,North East And Yorkshire,BRANSHOLME HEALTH CENTRE,0,0,3662,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0
1350,01/02/2025,RJL,North East And Yorkshire,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,8126,0,6287,0,0,390,4234,0,42,0,0,1,570,736,5129,0,0,421
1351,01/08/2024,RAE,North East And Yorkshire,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,8798,1061,2757,0,0,0,2109,0,0,0,0,0,643,64,2459,0,28,1356
1352,01/08/2024,NNF16,North East And Yorkshire,BRIDLINGTON HOSPITAL,0,0,1838,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
1353,01/12/2024,RR7,North East And Yorkshire,GATESHEAD HEALTH NHS FOUNDATION TRUST,6573,0,3274,26,0,3,3334,0,50,15,0,0,1227,30,1786,0,0,54
1354,01/02/2025,RWY,North East And Yorkshire,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14096,0,0,0,0,0,4471,0,0,0,0,0,1144,48,2486,0,0,189
1355,01/07/2024,RCF,North East And Yorkshire,AIREDALE NHS FOUNDATION TRUST,6135,306,0,462,0,0,2461,0,0,0,0,0,465,112,1530,0,0,609
1356,01/08/2024,RXF,North East And Yorkshire,MID YORKSHIRE TEACHING NHS TRUST,15391,151,5579,124,0,76,5982,0,163,4,0,0,2271,118,3544,0,165,806
1357,01/08/2024,RFF,North East And Yorkshire,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8490,0,0,46,0,0,1896,0,0,0,0,0,224,0,2878,0,0,489
1358,01/02/2025,RCU,North East And Yorkshire,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,3892,0,451,272,0,30,355,0,0,20,0,0,7,0,984,0,0,80
1359,01/10/2024,RTD,North East And Yorkshire,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,13523,1725,5578,0,0,1010,5402,157,0,0,0,0,709,31,3487,12,0,2912
